UAI;Nom;Type;Statut public/privé;Adresse;CP;Commune;Académie;Département;Région;Téléphone;Téléphone normalisé;Mail ce.;Site web;SIREN;SIRET;Latitude;Longitude;Campus rattaché;Distance campus km;Source;Date extraction;Nature source;Code nature source;Type source;État source
0750796H;LP Octave Feuillet;Lycée;Public;9 rue Octave-Feuillet;75016;Paris;Paris;Paris;Ile-de-France;01 45 20 41 47;+33145204147;ce.0750796h@ac-paris.fr;http://lyc-octavefeuillet.ac-paris.fr;197507965;19750796500014;48.86126664977621;2.2724531358357214;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0750677D;Lycée polyvalent Élisa Lemonnier;Lycée;Public;20 avenue Armand Rousseau;75012;Paris;Paris;Paris;Ile-de-France;01 43 45 82 21;+33143458221;ce.0750677d@ac-paris.fr;http://www.elisa-lemonnier.fr;197506777;19750677700014;48.83662726267463;2.40950407477151;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0750784V;LP métiers de l'ameublement;Lycée;Public;9 rue Pierre Bourdan;75012;Paris;Paris;Paris;Ile-de-France;01 44 67 69 67;+33144676967;ce.0750784V@ac-paris.fr;http://www.ecole-boulle.org;197507841;19750784100017;48.84675109836026;2.3915084460464024;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0754042L;Lycée polyvalent privé Le Rebours;Lycée;Privé;44 boulevard Auguste Blanqui;75013;Paris;Paris;Paris;Ile-de-France;01 55 43 28 88;+33155432888;secretariat@lerebours.fr;https://www.lerebours.fr/;784544512;78454451200014;48.83014424738715;2.3504442169888615;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0754530S;Lycée polyvalent Martin Nadaud;Lycée;Public;23 rue de la Bidassoa;75020;Paris;Paris;Paris;Ile-de-France;01 40 33 80 50;+33140338050;ce.0754530S@ac-paris.fr;http://lyc-martin-nadaud.ac-paris.fr;197504533;19750453300013;48.8661902056673;2.3935769740693646;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0750695Y;Lycée polyvalent Fresnel;Lycée;Public;19 rue Friant;75014;Paris;Paris;Paris;Ile-de-France;01 53 69 62 62;+33153696262;ce.0750695Y@ac-paris.fr;https://lyc-fresnel.ac-paris.fr;197506959;19750695900018;48.84334295571356;2.312706366571246;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0752961L;LP Gustave Eiffel;Lycée;Public;1 rue du Général Camou;75007;Paris;Paris;Paris;Ile-de-France;01 43 17 36 00;+33143173600;ce.0752961l@ac-paris.fr;http://lyc-gustave-eiffel.ac-paris.fr;197529613;19752961300014;48.858891253057166;2.299859455540921;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0754476H;Lycée hôtelier Guillaume Tirel;Lycée;Public;237 boulevard Raspail;75014;Paris;Paris;Paris;Ile-de-France;01 44 84 19 00;+33144841900;ce.0754476h@ac-paris.fr;http://www.lyceeguillaumetirel.fr;197504475;19750447500025;48.83933765515541;2.3308747727381802;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0750436S;LP Claude Anthime Corbon;Lycée;Public;5 rue Corbon;75015;Paris;Paris;Paris;Ile-de-France;01 48 28 56 37;+33148285637;ce.0750436s@ac-paris.fr;https://lyc-corbon.ac-paris.fr;197504368;19750436800014;48.83640260223303;2.303236489305681;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0754129F;Ecole privée Ferrandi, l'Ecole Française de Gastromie - Ecole de la CCI de la Région Paris-Ile de France;Lycée;Privé;28 rue de l'Abbé Grégoire, 75006 PARIS;75006;Paris  6e  Arrondissement;Paris;Paris;Ile-de-France;0149542800;+33149542800;accueil-ferrandi@ferrandi-paris.fr;;889366498;88936649800034;48.84758610681823;2.3253385080800575;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0756569H;Ecole privée Eden School Ile de France;Lycée;Privé;11 avenue des Chasseurs, 75017 PARIS;75017;Paris 17e  Arrondissement;Paris;Paris;Ile-de-France;0764505815;+33764505815;aborgel@edenschool.fr;;;;48.88696638961998;2.30594333687831;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0750670W;Lycée Alphonse de Lamartine;Lycée;Public;121 rue du faubourg Poissonnière;75009;Paris;Paris;Paris;Ile-de-France;01 48 78 94 74;+33148789474;ce.0750670w@ac-paris.fr;https://lyc-lamartine.ac-paris.fr;197506702;19750670200012;48.8783808876197;2.349088600466694;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0750655E;Lycée Louis Le Grand;Lycée;Public;123 rue Saint-Jacques;75005;Paris;Paris;Paris;Ile-de-France;01 44 32 82 00;+33144328200;ce.0750655E@ac-paris.fr;https://www.louislegrand.fr/;197506553;19750655300019;48.84801821932347;2.344176457952448;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0750682J;Lycée Rodin;Lycée;Public;19 rue Corvisart;75013;Paris;Paris;Paris;Ile-de-France;01 55 43 10 00;+33155431000;ce.0750682j@ac-paris.fr;http://lyc-rodin.ac-paris.fr;197506827;19750682700017;48.83256989645171;2.347148550517291;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0750808W;Lycée professionnel Étienne Dolet;Lycée;Public;7-9 rue d'Eupatoria;75020;Paris;Paris;Paris;Ile-de-France;01 40 33 81 00;+33140338100;ce.0750808w@ac-paris.fr;http://lyc-etienne-dolet.ac-paris.fr;197508088;19750808800014;48.86874183639277;2.3867337769762833;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0750697A;Lycée du bâtiment et des travaux publics;Lycée;Public;7 rue Clavel;75019;Paris;Paris;Paris;Ile-de-France;01 53 98 98 00;+33153989800;ce.0750697a@ac-paris.fr;http://www.saint-lambert.org;197506975;19750697500022;48.874615877255216;2.3848990133957697;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0753820V;Lycée privé des Francs Bourgeois - La Salle;Lycée;Privé;21 rue Saint-Antoine;75004;Paris;Paris;Paris;Ile-de-France;01 44 59 20 90;+33144592090;accueil@fblasalle.fr;http://www.fblasalle.fr;323658252;32365825200032;48.853545230810866;2.3657844012416454;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0750558Z;Lycée polyvalent Paul Poiret;Lycée;Public;19 rue des Taillandiers;75011;Paris;Paris;Paris;Ile-de-France;01 55 28 82 00;+33155288200;lycee.paulpoiret@yahoo.fr;https://www.lycee-paul-poiret.org/;197505589;19750558900030;48.85457591972869;2.3750203307907487;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0750681H;Lycée polyvalent ESAA - École Boulle;Lycée;Public;9 rue Pierre Bourdan;75571;Paris;Paris;Paris;Ile-de-France;01 44 67 69 67;+33144676967;ce.0750681H@ac-paris.fr;http://www.ecole-boulle.org;197506819;19750681900014;48.84675109836026;2.3915084460464024;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0750793E;LP Beaugrenelle;Lycée;Public;62 rue Saint-Charles;75015;Paris;Paris;Paris;Ile-de-France;01 45 77 56 44;+33145775644;ce.0750793e@ac-paris.fr;http://lyc-beaugrenelle.ac-paris.fr;197507932;19750793200014;48.84829196831384;2.2868584010876463;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0750650Z;Lycée polyvalent d'Alembert;Lycée;Public;22 Sente des Dorées;75019;Paris;Paris;Paris;Ile-de-France;01 42 08 04 10;+33142080410;ce.0750650z@ac-paris.fr;http://lyceedalembert.paris/;197506504;19750650400012;48.88823575330842;2.393449786302349;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0750776L;LP Marie Laurencin;Lycée;Public;114 quai de Jemmapes;75010;Paris;Paris;Paris;Ile-de-France;01 44 52 16 16;+33144521616;ce.0750776l@ac-paris.fr;http://lyc-marie-laurencin.ac-paris.fr;197507767;19750776700014;48.87453519322145;2.3636146049576263;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0750419Y;LP de l'automobile et de la logistique Camille Jenatzy;Lycée;Public;6 rue Charles-Hermite;75018;Paris;Paris;Paris;Ile-de-France;01 40 37 85 40;+33140378540;ce.0750419Y@ac-paris.fr;http://lyc-jenatzy.ac-paris.fr;197504194;19750419400014;48.89989073520686;2.368535829636344;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0750669V;Lycée Jules Ferry;Lycée;Public;77 boulevard de Clichy;75009;Paris;Paris;Paris;Ile-de-France;01 56 02 23 00;+33156022300;ce.0750669V@ac-paris.fr;https://lyc-jules-ferry.fr/;197506694;19750669400011;48.884073919064974;2.3290972094750506;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0750690T;Lycée polyvalent François Villon;Lycée;Public;10-16 avenue Marc Sangnier;75014;Paris;Paris;Paris;Ile-de-France;01 53 90 25 00;+33153902500;ce.0750690t@ac-paris.fr;https://pia.ac-paris.fr/serail/jcms/s1_3523197/fr/cite-scolaire-francois-villon;197506900;19750690000012;48.826222298748995;2.3058203184226214;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0750696Z;Lycée Roger Verlomme;Lycée;Public;24 rue Fondary;75015;Paris;Paris;Paris;Ile-de-France;01 56 77 22 00;+33156772200;ce.0750696z@ac-paris.fr;http://lyc-roger-verlomme.ac-paris.fr;197506967;19750696700011;48.84803984332343;2.293172591840563;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0750684L;Lycée Gabriel Fauré;Lycée;Public;81 avenue de Choisy;75013;Paris;Paris;Paris;Ile-de-France;01 45 85 22 98;+33145852298;ce.0750684L@ac-paris.fr;https://clg-gabriel-faure.ac-paris.fr;197506843;19750684300014;48.824045272807375;2.361407304319577;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0750668U;Lycée Jacques Decour;Lycée;Public;12 avenue Trudaine;75009;Paris;Paris;Paris;Ile-de-France;01 55 07 80 40;+33155078040;ce.0750668u@ac-paris.fr;https://pia.ac-paris.fr/serail/jcms/s1_2862494/fr/accueil;197506686;19750668600017;48.881485926285514;2.3434236459416136;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0750712S;Lycée polyvalent Diderot;Lycée;Public;61 rue David d'Angers;75019;Paris;Paris;Paris;Ile-de-France;01 40 40 36 36;+33140403636;ce.0750712S@ac-paris.fr;http://www.diderot.org;197507122;19750712200038;48.88151208852299;2.39587754134031;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0750688R;Lycée général et technologique Rabelais;Lycée;Public;9 rue Francis de Croisset, 75018 PARIS;75018;Paris 18e  Arrondissement;Paris;Paris;Ile-de-France;0153091300;+33153091300;ce.0750688R@ac-paris.fr;;197506884;19750688400018;48.89923870514318;2.3457450604779764;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0754114P;Ecole dentaire française (Ecole secondaire professionnelle privée);Lycée;Privé;18 rue Léon Frot, 75011 PARIS;75011;Paris 11e  Arrondissement;Paris;Paris;Ile-de-France;0147977781;+33147977781;ecoledentairefrancaise@club-internet.fr;;809058282;80905828200058;48.85412016803691;2.387937554815311;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0755084U;Institut Point com;Lycée;Privé;167 rue Vercingétorix, 75014 PARIS;75014;Paris 14e  Arrondissement;Paris;Paris;Ile-de-France;0153901520;+33153901520;contact@esic.fr;;453183394;45318339400023;48.83196741391776;2.3104655232723825;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0755801Y;Lycée privé Cours du Pont de Pierre;Lycée;Privé;22 rue Vaugelas, 75015 PARIS;75015;Paris 15e  Arrondissement;Paris;Paris;Ile-de-France;0952533012;+33952533012;gregoire@coursdupontdepierre.com;;791426497;79142649700024;48.833876915153745;2.2936875143413533;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0755880J;Lycée privé Ecole Démocratique de Paris;Lycée;Privé;6 rue Léon Giraud, 75019 PARIS;75019;Paris 19e  Arrondissement;Paris;Paris;Ile-de-France;0952325562;+33952325562;info@ecole-democratique-paris.org;;823139803;82313980300014;48.88730913312239;2.381433843921635;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0756403C;Lycée général et technologique privé Ecole A;Lycée;Privé;68 bis rue Spontini, 75016 PARIS;75016;Paris 16e  Arrondissement;Paris;Paris;Ile-de-France;0182820975;+33182820975;sandrine.kerneves@acadomia.fr;;493132005;49313200500106;48.86655296166268;2.2762957884649406;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0754475G;Lycée polyvalent Léonard de Vinci;Lycée;Public;20 rue Bourseul;75015;Paris;Paris;Paris;Ile-de-France;01 53 68 05 25;+33153680525;ce.0754475G@ac-paris.fr;http://lyc-leonard-de-vinci.ac-paris.fr;197504756;19750475600010;48.83838678400457;2.302185393455271;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0752426E;École du Breuil Arts et Techniques du Paysage;Lycée;Privé;Route de la Ferme Bois de Vincennes;75012;Paris;Paris;Paris;Ile-de-France;01 53 66 14 00;+33153661400;ecoledubreuil@paris.fr;https://www.ecoledubreuil.fr/;217500016;21750001607584;48.82318877073575;2.4567136393566096;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0750800M;LP Edmond Rostand;Lycée;Public;15 rue de l'Evangile;75018;Paris;Paris;Paris;Ile-de-France;01 53 35 81 81;+33153358181;ce.0750800M@ac-paris.fr;http://lyc-edmondrostand.ac-paris.fr;197508005;19750800500018;48.89265633917477;2.3625406958730264;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0750648X;Lycée Victor Hugo;Lycée;Public;27 rue de Sévigné;75003;Paris;Paris;Paris;Ile-de-France;01 49 96 41 60;+33149964160;ce.0750648X@ac-paris.fr;https://lyc-victor-hugo.ac-paris.fr;197506488;19750648800018;48.85751187081702;2.363169676401168;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0754666P;Lycée privé Passy Saint-Honoré;Lycée;Privé;117 avenue Victor Hugo;75016;Paris;Paris;Paris;Ile-de-France;01 53 70 12 70;+33153701270;admin@passy-st-honore.com;https://passy-st-honore.fr/;404838070;40483807000013;48.86828312308159;2.2823886440743166;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0750502N;Lycée polyvalent Maximilien Vox;Lycée;Public;5 rue Madame;75006;Paris;Paris;Paris;Ile-de-France;01 45 49 78 78;+33145497878;ce.0750502n@ac-paris.fr;http://www.lyceemaximilienvox.com;197505027;19750502700015;48.851922730348456;2.332055537639061;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0750679F;Lycée Paul Valéry;Lycée;Public;38 boulevard Soult;75012;Paris;Paris;Paris;Ile-de-France;01 44 75 67 70;+33144756770;ce.0750679f@ac-paris.fr;http://lyc-paulvalery.ac-paris.fr;197506793;19750679300011;48.83984177110137;2.4091788098407485;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0753350J;LP Maria Deraismes;Lycée;Public;19 rue Maria-Deraismes;75017;Paris;Paris;Paris;Ile-de-France;01 46 27 94 37;+33146279437;ce.0753350j@ac-paris.fr;http://lyc-maria-deraismes.ac-paris.fr;197501034;19750103400015;48.89481837327271;2.327529350037259;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0750699C;Lycée Janson de Sailly;Lycée;Public;106 rue de la Pompe;75016;Paris;Paris;Paris;Ile-de-France;01 55 73 28 00;+33155732800;ce.0750699c@ac-paris.fr;http://www.janson-de-sailly.fr;197506991;19750699100011;48.86556113280372;2.2794516898235146;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0750700D;Lycée Jean-Baptiste Say;Lycée;Public;11 bis rue d'Auteuil;75016;Paris;Paris;Paris;Ile-de-France;01 53 92 78 00;+33153927800;ce.0750700d@ac-paris.fr;https://lyc-jb-say.ac-paris.fr;197507007;19750700700015;48.847305146907075;2.2673239824680143;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0750715V;Lycée Maurice Ravel;Lycée;Public;89 cours de Vincennes;75020;Paris;Paris;Paris;Ile-de-France;01 44 64 87 40;+33144648740;ce.0750715V@ac-paris.fr;https://lyc-maurice-ravel.ac-paris.fr;197507155;19750715500012;48.847671009915615;2.408337842697979;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0753231E;Lycée privé Sinaï;Lycée;Privé;2-6 rue Tristan Tzara;75018;Paris;Paris;Paris;Ile-de-France;01 40 38 02 02;+33140380202;clfsinai@gmail.com;;490254885;49025488500026;48.89454339499439;2.3659819549864993;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0750654D;Lycée Henri-IV;Lycée;Public;23 rue Clovis;75005;Paris;Paris;Paris;Ile-de-France;01 44 41 21 21;+33144412121;ce.0750654d@ac-paris.fr;https://lycee-henri4.com/;197506546;19750654600013;48.846358457166815;2.3473846168330463;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0753844W;Lycée privé Sainte-Geneviève;Lycée;Privé;64 rue d'Assas;75006;Paris;Paris;Paris;Ile-de-France;01 44 39 01 00;+33144390100;lt@isg6.paris;http://www.saintegenevieve6.org;775663966;77566396600056;48.84578891932571;2.331379244917097;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0750783U;LP Chennevière Malézieux;Lycée;Public;35 avenue Ledru Rollin;75012;Paris;Paris;Paris;Ile-de-France;01 43 45 61 30;+33143456130;ce.0750783U@ac-paris.fr;http://www.lpcm12.fr;197507833;19750783300014;48.84759510936236;2.3703836823888307;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0751593Z;Ecole Saint Louis de coiffure et beauté;Lycée;Privé;115 rue du Faubourg Poissonnière, 75009 PARIS;75009;Paris  9e  Arrondissement;Paris;Paris;Ile-de-France;0145268353;+33145268353;contact@ecolesaintlouis.com;;379484223;37948422300027;48.87795170467392;2.3490516962119425;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0752124B;Ecole privée Campus de l'Esthétique et du Spa;Lycée;Privé;52 rue Lafitte, 75009 PARIS;75009;Paris  9e  Arrondissement;Paris;Paris;Ile-de-France;0181803200;+33181803200;contact@campus-esthetique-spa.fr;;652011883;65201188300020;48.87539903119323;2.338649313389495;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
